"Korean Name","English Name","Searched Eng Name","Functions"
"폴리글리세릴-6옥타스테아레이트","Polyglyceryl-6 Octastearate","POLYGLYCERYL-6 OCTASTEARATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-6올리에이트","Polyglyceryl-6 Oleate","POLYGLYCERYL-6 OLEATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-6카프릴레이트","Polyglyceryl-6 Caprylate","POLYGLYCERYL-6 CAPRYLATE/CAPRATE","LIGHT STABILIZER | SURFACTANT - CLEANSING"
"폴리글리세릴-6폴리리시놀리에이트","Polyglyceryl-6 Polyricinoleate","POLYGLYCERYL-6 POLYRICINOLEATE","SURFACTANT - EMULSIFYING"
"폴리글리세릴-6폴리하이드록시스테아레이트","Polyglyceryl-6 Polyhydroxystearate","POLYGLYCERYL-6 POLYHYDROXYSTEARATE","SURFACTANT - EMULSIFYING"
"폴리데센","Polydecene","POLYDECENE","SKIN CONDITIONING"
"폴리락틱애씨드","Polylactic Acid","POLYLACTIC ACID","ABRASIVE"
"폴리메틸메타크릴레이트","Polymethyl Methacrylate","POLYMETHYL METHACRYLATE","FILM FORMING"
"폴리메틸실세스퀴옥세인","Polymethylsilsesquioxane","POLYMETHYLSILSESQUIOXANE/TRIMETHYLSILOXYSILICATE","NOT REPORTED"
"폴리부텐","Polybutene","HYDROGENATED POLYBUTENE","VISCOSITY CONTROLLING"
"폴리비닐알코올","Polyvinyl Alcohol","POLYVINYL ALCOHOL","FILM FORMING | VISCOSITY CONTROLLING"
"폴리솔베이트20","Polysorbate 20","POLYSORBATE 20","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴리솔베이트40","Polysorbate 40","POLYSORBATE 40","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴리솔베이트60","Polysorbate 60","POLYSORBATE 60","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"폴리솔베이트80","Polysorbate 80","POLYSORBATE 80 DICINNAMATE","SURFACTANT - EMULSIFYING | EMULSION STABILISING | LIGHT STABILIZER"
"폴리시트로넬올아세테이트","Polycitronellol Acetate","POLYCITRONELLOL ACETATE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | HAIR WAVING OR STRAIGHTENING | HUMECTANT | FRAGRANCE | SKIN CONDITIONING - HUMECTANT | SKIN CONDITIONING - OCCLUSIVE"
"폴리실리콘-11","Polysilicone-11","POLYSILICONE-11","FILM FORMING"
"폴리실리콘-15","Polysilicone-15","POLYSILICONE-15","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"폴리아이소부텐","Polyisobutene","POLYSILICONE-15","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"폴리아크릴레이트-13","Polyacrylate-13","POLYACRYLATE-13","FILM FORMING"
"폴리아크릴레이트크로스폴리머-6","Polyacrylate Crosspolymer-6","POLYACRYLATE CROSSPOLYMER-6","EMULSION STABILISING | VISCOSITY CONTROLLING"
"폴리아크릴릭애씨드","Polyacrylic Acid","POLYACRYLIC ACID","BINDING | EMULSION STABILISING | FILM FORMING | VISCOSITY CONTROLLING"
"폴리아크릴아마이드","Polyacrylamide","POLYACRYLAMIDE","ANTISTATIC | BINDING | FILM FORMING"
"폴리에스터-5","Polyester-5","POLYESTER-5","FILM FORMING | VISCOSITY CONTROLLING"
"폴리에터-1","Polyether-1","POLYETHER-1","VISCOSITY CONTROLLING"
"폴리에틸렌","Polyethylene","POLYETHYLENE","ABRASIVE | FILM FORMING | VISCOSITY CONTROLLING"
"폴리우레탄-11","Polyurethane-11","POLYURETHANE-11","FILM FORMING"
"폴리우레탄-15","Polyurethane-15","POLYURETHANE-15","FILM FORMING"
"폴리카프로락톤","Polycaprolactone","POLYCAPROLACTONE","LIGHT STABILIZER"
"폴리쿼터늄-10","Polyquaternium-10","POLYQUATERNIUM-10/PHOSPHORYLCHOLINE GLYCOL ACRYLATE COPOLYMER","SKIN CONDITIONING - EMOLLIENT | FILM FORMING | HAIR CONDITIONING | HUMECTANT"
"폴리쿼터늄-22","Polyquaternium-22","POLYQUATERNIUM-22","ANTISTATIC | FILM FORMING"
"폴리쿼터늄-39","Polyquaternium-39","POLYQUATERNIUM-39","ANTISTATIC | FILM FORMING"
"폴리쿼터늄-50","Polyquaternium-50","POLYQUATERNIUM-50","ANTISTATIC | FILM FORMING | HAIR FIXING"
"폴리쿼터늄-51","Polyquaternium-51","POLYQUATERNIUM-51","FILM FORMING | SKIN CONDITIONING"
"폴리쿼터늄-7","Polyquaternium-7","POLYQUATERNIUM-7","ANTISTATIC | FILM FORMING"
"폴리쿼터늄-80","Polyquaternium-80","POLYQUATERNIUM-80","CLEANSING | SURFACTANT - EMULSIFYING | HAIR CONDITIONING"
"폴리포스포릴콜린글라이콜아크릴레이트","Polyphosphorylcholine Glycol Acrylate","POLYPHOSPHORYLCHOLINE GLYCOL ACRYLATE","FILM FORMING"
"폴리프로필실세스퀴옥세인","Polypropylsilsesquioxane","POLYPROPYLSILSESQUIOXANE","FILM FORMING"
"폴리하이드록시스테아릭애씨드","Polyhydroxystearic Acid","POLYHYDROXYSTEARIC ACID","SURFACTANT - EMULSIFYING"
"폴릭애씨드","Folic Acid","FOLIC ACID","SKIN CONDITIONING"
"폴스애플민트잎추출물","Mentha Rotundifolia Leaf Extract","MENTHA ROTUNDIFOLIA LEAF EXTRACT","TONIC"
"표고버섯추출물","Lentinus Edodes Extract","LENTINUS EDODES EXTRACT","SKIN CONDITIONING"
"푸른연꽃수","Nymphaea Caerulea Flower Water","NYMPHAEA CAERULEA FLOWER WATER","SKIN CONDITIONING"
"푸른연꽃추출물","Nymphaea Caerulea Flower Extract","NYMPHAEA CAERULEA FLOWER EXTRACT","SKIN CONDITIONING"
"푸시디움 코키네움발효여과물","Fusidium Coccineum Ferment Filtrate","FUSIDIUM COCCINEUM FERMENT FILTRATE","SKIN CONDITIONING"
"푸시디움 코키네움발효용해추출여과물","Fusidium Coccineum Ferment Lysate Extract Filtrate","FUSIDIUM COCCINEUM FERMENT LYSATE EXTRACT FILTRATE","SKIN CONDITIONING - EMOLLIENT"
"푸시디움 코키네움발효추출여과물","Fusidium Coccineum Ferment Extract Filtrate","FUSIDIUM COCCINEUM FERMENT EXTRACT FILTRATE","SKIN CONDITIONING - EMOLLIENT"
"푸코오스","Fucose","FUCOSE","SKIN CONDITIONING"
"풀러린","Fullerenes","HYDROXYLATED FULLERENES","ANTIMICROBIAL | SKIN CONDITIONING"
"풀루란","Pullulan","RETINOYL PULLULAN","ANTIOXIDANT | SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"프랑스해안송껍질추출물","Pinus Pinaster Bark Extract","PINUS PINASTER BARK EXTRACT","ANTIOXIDANT"
"프렌치라벤더추출물","Lavandula Stoechas Extract","LAVANDULA STOECHAS EXTRACT","FRAGRANCE"
"프로방스장미꽃수","Rosa Centifolia Flower Water","ROSA CENTIFOLIA FLOWER WATER","SKIN CONDITIONING | SKIN PROTECTING"
"프로방스장미꽃왁스","Rosa Centifolia Flower Wax","ROSA CENTIFOLIA FLOWER WAX","SKIN CONDITIONING"
"프로방스장미꽃추출물","Rosa Centifolia Flower Extract","ROSA CANINA FRUIT/(ROSA CENTIFOLIA/ROSA DAMASCENA) FLOWER EXTRACT","SKIN CONDITIONING - HUMECTANT"
"프로콜라겐","Procollagen","PROCOLLAGEN","HAIR CONDITIONING | SKIN CONDITIONING"
"프로테아제","Protease","PROTEASE","SKIN CONDITIONING"
"프로판다이올","Propanediol","PROPANEDIOL","SOLVENT | VISCOSITY CONTROLLING"
"프로폴리스추출물","Propolis Extract","PROPOLIS EXTRACT","SKIN CONDITIONING"
"프로필갈레이트","Propyl Gallate","PROPYL GALLATE","ANTIOXIDANT | PERFUMING"
"프로필렌글라이콜","Propylene Glycol","PROPYLENE GLYCOL CITRATE","SKIN CONDITIONING - EMOLLIENT | HUMECTANT"
"프로필렌글라이콜다이벤조에이트","Propylene Glycol Dibenzoate","PROPYLENE GLYCOL DIBENZOATE","SKIN CONDITIONING"
"프로필렌글라이콜다이펠라고네이트","Propylene Glycol Dipelargonate","PROPYLENE GLYCOL DIPELARGONATE","SKIN CONDITIONING - EMOLLIENT | VISCOSITY CONTROLLING"
"프로필렌글라이콜알지네이트","Propylene Glycol Alginate","PROPYLENE GLYCOL ALGINATE","BINDING | VISCOSITY CONTROLLING"
"프로필렌글라이콜카프릴레이트","Propylene Glycol Caprylate","PROPYLENE GLYCOL CAPRYLATE","SKIN CONDITIONING | SURFACTANT - CLEANSING"
"프로필렌카보네이트","Propylene Carbonate","PROPYLENE CARBONATE","SOLVENT | VISCOSITY CONTROLLING"
"프로필파라벤","Propylparaben","PROPYLENE CARBONATE","SOLVENT | VISCOSITY CONTROLLING"
"프로필헵틸카프릴레이트","Propylheptyl Caprylate","PROPYLHEPTYL CAPRYLATE","SKIN CONDITIONING - EMOLLIENT"
"프롤린","Proline","PROLINE","HAIR CONDITIONING | SKIN CONDITIONING"
"프룩탄","Fructan","FRUCTAN","SKIN CONDITIONING"
"프룩토오스","Fructose","FRUCTAN","SKIN CONDITIONING"
"프룩토올리고사카라이드","Fructooligosaccharides","FRUCTOOLIGOSACCHARIDES","HUMECTANT | SKIN CONDITIONING"
"플랑크톤추출물","Plankton Extract","PLANKTON EXTRACT","SKIN CONDITIONING"
"플로레틴","Phloretin","PHLORETIN","ANTIOXIDANT | ANTI-SEBUM"
"피그미핑크캘러스배양추출물","Saponaria Pumila Callus Culture Extract","SAPONARIA PUMILA CALLUS CULTURE EXTRACT","SKIN CONDITIONING"
"피나무꽃수","Tilia Cordata Flower Water","TILIA CORDATA FLOWER WATER","FRAGRANCE | SKIN CONDITIONING | TONIC"
"피리독신","Pyridoxine","PYRIDOXINE","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING"
"피리독신에이치씨엘","Pyridoxine HCl","PYRIDOXINE HCL","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING"
"피마자씨오일","Ricinus Communis (Castor) Seed Oil","RICINUS COMMUNIS SEED OIL","FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"피버퓨추출물","Chrysanthemum Parthenium (Feverfew) Extract","CHRYSANTHEMUM PARTHENIUM EXTRACT","SKIN CONDITIONING"
"피브이피","PVP","VP/POLYCARBAMYL POLYGLYCOL ESTER","FILM FORMING"
"피씨에이다이메티콘","PCA Dimethicone","4-PCA DIMETHICONE/BIS-VINYLDIMETHICONE CROSSPOLYMER","FILM FORMING | HAIR CONDITIONING | SKIN PROTECTING | VISCOSITY CONTROLLING"
"피이지-100스테아레이트","PEG-100 Stearate","PEG-100 STEARATE","SURFACTANT - CLEANSING"
"피이지-10다이메티콘","PEG-10 Dimethicone","BIS-VINYLDIMETHICONE/PEG-10 DIMETHICONE CROSSPOLYMER","EMULSION STABILISING | FILM FORMING | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"피이지-10레이프씨드스테롤","PEG-10 Rapeseed Sterol","PEG-10 RAPESEED STEROL","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-10피토스테롤","PEG-10 Phytosterol","PEG-10 PHYTOSTEROL","SURFACTANT - EMULSIFYING"
"피이지-11메틸에터다이메티콘","PEG-11 Methyl Ether Dimethicone","PEG-11 METHYL ETHER DIMETHICONE","SURFACTANT - EMULSIFYING | HAIR CONDITIONING | SKIN CONDITIONING"
"피이지-12","PEG-12","PEG-4 PEG-12 DIMETHICONE","EMULSION STABILISING"
"피이지-120메틸글루코오스트라이올리에이트","PEG-120 Methyl Glucose Trioleate","PEG-120 METHYL GLUCOSE TRIOLEATE","CLEANSING | SKIN CONDITIONING - EMOLLIENT | VISCOSITY CONTROLLING"
"피이지-14M","PEG-14M","PEG-14M","BINDING | EMULSION STABILISING | VISCOSITY CONTROLLING"
"피이지-150","PEG-150","METHOXY PEG-150 BUTYL METHACRYLATE/METHACRYLOYLOXYETHOXY METHYLCOUMARIN COPOLYMER","SKIN CONDITIONING - MISCELLANEOUS"
"피이지-150다이스테아레이트","PEG-150 Distearate","PEG-150 DISTEARATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING | VISCOSITY CONTROLLING"
"피이지-160솔비탄트라이아이소스테아레이트","PEG-160 Sorbitan Triisostearate","PEG-160 SORBITAN TRIISOSTEARATE","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-20메틸글루코오스세스퀴스테아레이트","PEG-20 Methyl Glucose Sesquistearate","PEG-20 METHYL GLUCOSE SESQUISTEARATE","SURFACTANT - EMULSIFYING"
"피이지-20피토스테롤","PEG-20 Phytosterol","PEG-20 PHYTOSTEROL","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-30다이폴리하이드록시스테아레이트","PEG-30 Dipolyhydroxystearate","PEG-30 DIPOLYHYDROXYSTEARATE","SURFACTANT - EMULSIFYING"
"피이지-32","PEG-32","BIS-(METHYL EPOXIDIZED SOYATE) PEG-32","SURFACTANT - FOAM BOOSTING | SURFACTANT - HYDROTROPE | SURFACTANT - CLEANSING | SURFACTANT - DISPERSING"
"피이지-40스테아레이트","PEG-40 Stearate","PEG-40 STEARATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-40캐스터오일","PEG-40 Castor Oil","PEG-40 HYDROGENATED CASTOR OIL/IPDI COPOLYMER","FILM FORMING | SKIN PROTECTING | SLIP MODIFIER | SURFACE MODIFIER | SKIN CONDITIONING - MISCELLANEOUS"
"피이지-40하이드로제네이티드캐스터오일","PEG-40 Hydrogenated Castor Oil","PEG-40 HYDROGENATED CASTOR OIL/IPDI COPOLYMER","FILM FORMING | SKIN PROTECTING | SLIP MODIFIER | SURFACE MODIFIER | SKIN CONDITIONING - MISCELLANEOUS"
"피이지-5글리세릴스테아레이트","PEG-5 Glyceryl Stearate","PEG-5 GLYCERYL STEARATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-5레이프씨드스테롤","PEG-5 Rapeseed Sterol","PEG-5 RAPESEED STEROL","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-6","PEG-6","METHACRYLIC ACID/PEG-6 METHACRYLATE/PEG-6 DIMETHACRYLATE CROSSPOLYMER.","FILM FORMING"
"피이지-60글리세릴아이소스테아레이트","PEG-60 Glyceryl Isostearate","PEG-60 GLYCERYL ISOSTEARATE","SURFACTANT - CLEANSING"
"피이지-60하이드로제네이티드캐스터오일","PEG-60 Hydrogenated Castor Oil","PEG-60 HYDROGENATED CASTOR OIL","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-65M","PEG-65M","PEG-65M","BINDING | EMULSION STABILISING | VISCOSITY CONTROLLING"
"피이지-75","PEG-75","PEG/PPG-75/25 CARBONIC ACID COPOLYMER","HAIR FIXING"
"피이지-75시어버터글리세라이즈","PEG-75 Shea Butter Glycerides","PEG-75 SHEA BUTTER GLYCERIDES","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-7글리세릴코코에이트","PEG-7 Glyceryl Cocoate","PEG-7 GLYCERYL COCOATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-7트라이메틸올프로판코코넛에터","PEG-7 Trimethylolpropane Coconut Ether","PEG-7 GLYCERYL COCOATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피이지-8","PEG-8","SODIUM PEG-8 PHOSPHATE","SKIN PROTECTING"
"피이지-8다이메티콘","PEG-8 Dimethicone","DIMETHICONE PEG-8 BEESWAX","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | HAIR CONDITIONING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"피이지-90","PEG-90","3-HYDROXYBUTYRATE/4-HYDROXYBUTYRATE/PEG-90 COPOLYMER","SURFACTANT - EMULSIFYING"
"피키아발효용해여과물","Pichia Ferment Lysate Filtrate","PICHIA/GLYCERIN FERMENT LYSATE FILTRATE","HAIR CONDITIONING | SKIN PROTECTING | SKIN CONDITIONING - HUMECTANT | SKIN CONDITIONING - MISCELLANEOUS"
"피키아발효추출여과물","Pichia Ferment Extract Filtrate","PICHIA FERMENT EXTRACT FILTRATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SKIN PROTECTING"
"피토스테롤","Phytosterols","PHYTOSTEROLS","SKIN CONDITIONING"
"피토스테릴마카다미에이트","Phytosteryl Macadamiate","PHYTOSTERYL MACADAMIATE","HAIR CONDITIONING | SKIN CONDITIONING"
"피토스테릴이소스테아릴다이머디리놀리에이트","Phytosteryl Isostearyl Dimer Dilinoleate","BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"피토스테릴카놀라글리세라이즈","Phytosteryl Canola Glycerides","PHYTOSTERYL CANOLA GLYCERIDES","HAIR CONDITIONING | SKIN CONDITIONING"
"피토스핑고신","Phytosphingosine","PHYTOSPHINGOSINE ASCORBATE","SKIN CONDITIONING"
"피톨","Phytol","PHYTOL","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | PERFUMING"
"피피지-1-피이지-9라우릴글라이콜에터","PPG-1-PEG-9 Lauryl Glycol Ether","PPG-1-PEG-9 LAURYL GLYCOL ETHER","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피피지-10메틸글루코오스에터","PPG-10 Methyl Glucose Ether","PPG-10 METHYL GLUCOSE ETHER","HAIR CONDITIONING | SKIN CONDITIONING"
"피피지-13-데실테트라데세스-24","PPG-13-Decyltetradeceth-24","PPG-13-DECYLTETRADECETH-24","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피피지-14부틸에터","PPG-14 Butyl Ether","PPG-14 BUTYL ETHER","HAIR CONDITIONING | SKIN CONDITIONING"
"피피지-24-글리세레스-24","PPG-24-Glycereth-24","PPG-24-GLYCERETH-24","SURFACTANT - EMULSIFYING | SOLVENT | SURFACTANT - CLEANSING"
"피피지-26-부테스-26","PPG-26-Buteth-26","PPG-26-BUTETH-26","HAIR CONDITIONING | SKIN CONDITIONING"
"피피지-3카프릴릴에터","PPG-3 Caprylyl Ether","PPG-3 CAPRYLYL ETHER","SURFACTANT - FOAM BOOSTING | SOLVENT"
"피피지-5-세테스-20","PPG-5-Ceteth-20","PPG-5-CETETH-20","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"피피지-6-데실테트라데세스-30","PPG-6-Decyltetradeceth-30","PPG-6-DECYLTETRADECETH-30","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"필리핀오렌지껍질오일","Citrus Nobilis (Mandarin Orange) Peel Oil,CITRUS NOBILIS PEEL OIL EXPRESSED","CITRUS NOBILIS PEEL OIL","FRAGRANCE | SKIN CONDITIONING | TONIC"
"필리핀오렌지껍질추출물","Citrus Nobilis (Mandarin Orange) Peel Extract","CITRUS NOBILIS PEEL EXTRACT","FRAGRANCE | SKIN CONDITIONING - MISCELLANEOUS"
"하늘타리뿌리추출물","Trichosanthes Kirilowii Root Extract","TRICHOSANTHES KIRILOWII ROOT EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"하수오뿌리추출물","Polygonum Multiflorum Root Extract","POLYGONUM MULTIFLORUM ROOT EXTRACT","SKIN CONDITIONING"
"하수오전초추출물","Polygonum Multiflorum Extract","POLYGONUM MULTIFLORUM EXTRACT","SKIN CONDITIONING"
"하이드레이티드실리카","Hydrated Silica","HYDRATED SILICA","ABRASIVE | ABSORBENT | ANTICAKING | BULKING | OPACIFYING | VISCOSITY CONTROLLING"
"하이드로제네이티드다이데센","Hydrogenated Didecene","HYDROGENATED DIDECENE","SKIN CONDITIONING"
"하이드로제네이티드레시틴","Hydrogenated Lecithin","HYDROGENATED LECITHIN","SURFACTANT - EMULSIFYING | SKIN CONDITIONING"
"하이드로제네이티드스타치하이드롤리세이트","Hydrogenated Starch Hydrolysate","HYDROGENATED STARCH HYDROLYSATE","HUMECTANT"
"하이드로제네이티드식물성오일","Hydrogenated Vegetable Oil","HYDROGENATED VEGETABLE OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"하이드로제네이티드쌀겨오일","Hydrogenated Rice Bran Oil","RICE BRAN OIL/HYDROGENATED RICE BRAN OIL ESTERS","SKIN PROTECTING"
"하이드로제네이티드에틸헥실올리베이트","Hydrogenated Ethylhexyl Olivate","HYDROGENATED ETHYLHEXYL OLIVATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"하이드로제네이티드올리브오일","Hydrogenated Olive Oil","HYDROGENATED OLIVE OIL","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"하이드로제네이티드올리브오일데실에스터","Hydrogenated Olive Oil Decyl Esters","HYDROGENATED OLIVE OIL DECYL ESTERS","EMULSION STABILISING | FILM FORMING | HAIR CONDITIONING"
"하이드로제네이티드올리브오일라우릴에스터","Hydrogenated Olive Oil Lauryl Esters","HYDROGENATED OLIVE OIL LAURYL ESTERS","EMULSION STABILISING | FILM FORMING | HAIR CONDITIONING"
"하이드로제네이티드올리브오일불검화물","Hydrogenated Olive Oil Unsaponifiables","HYDROGENATED OLIVE OIL UNSAPONIFIABLES","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SKIN CONDITIONING"
"하이드로제네이티드올리브오일스테아릴에스터","Hydrogenated Olive Oil Stearyl Esters","HYDROGENATED OLIVE OIL STEARYL ESTERS","EMULSION STABILISING | HAIR CONDITIONING"
"하이드로제네이티드유채씨오일","Hydrogenated Rapeseed Oil","HYDROGENATED RAPESEED GLYCERIDES","SURFACTANT - EMULSIFYING"
"하이드로제네이티드캐스터오일다이머다이리놀레에이트","Hydrogenated Castor Oil Dimer Dilinoleate","HYDROGENATED CASTOR OIL DIMER DILINOLEATE","HAIR CONDITIONING | SKIN CONDITIONING"
"하이드로제네이티드코코-글리세라이즈","Hydrogenated Coco-Glycerides","HYDROGENATED COCO-GLYCERIDES","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"하이드로제네이티드코코넛오일","Hydrogenated Coconut Oil","HYDROGENATED COCONUT OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"하이드로제네이티드코튼씨드오일","Hydrogenated Cottonseed Oil","HYDROGENATED COTTONSEED OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"하이드로제네이티드팜글리세라이즈","Hydrogenated Palm Glycerides","HYDROGENATED PALM GLYCERIDE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | SKIN CONDITIONING | LIGHT STABILIZER | SURFACTANT - CLEANSING"
"하이드로제네이티드팜글리세라이즈시트레이트","Hydrogenated Palm Glycerides Citrate","HYDROGENATED PALM GLYCERIDES CITRATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"하이드로제네이티드팜애씨드","Hydrogenated Palm Acid","HYDROGENATED PALM ACID","OPACIFYING"
"하이드로제네이티드팜오일","Hydrogenated Palm Oil","HYDROGENATED PALM/PALM KERNEL GLYCERIDES","SURFACTANT - EMULSIFYING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"하이드로제네이티드팜커넬오일","Hydrogenated Palm Kernel Oil","HYDROGENATED PALM/PALM KERNEL GLYCERIDES","SURFACTANT - EMULSIFYING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"하이드로제네이티드포스파티딜콜린","Hydrogenated Phosphatidylcholine","HYDROGENATED PHOSPHATIDYLCHOLINE","SURFACTANT - EMULSIFYING | SKIN CONDITIONING"
"하이드로제네이티드폴리(C6-12올레핀)","Hydrogenated Poly(C6-12 Olefin)","HYDROGENATED POLY(C6-12 OLEFIN)","SKIN CONDITIONING | VISCOSITY CONTROLLING"
"하이드로제네이티드폴리(C6-14올레핀)","Hydrogenated Poly(C6-14 Olefin)","HYDROGENATED POLY(C6/10/14 OLEFIN)","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | PLASTICISER | DISPERSING NON-SURFACTANT"
"하이드로제네이티드폴리(C6-20올레핀)","Hydrogenated Poly(C6-20 Olefin)","HYDROGENATED POLY(C6-20 OLEFIN)","ABRASIVE | VISCOSITY CONTROLLING"
"하이드로제네이티드폴리데센","Hydrogenated Polydecene","HYDROGENATED POLYDECENE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING | SOLVENT | PERFUMING"
"하이드로제네이티드폴리아이소부텐","Hydrogenated Polyisobutene","HYDROGENATED POLYISOBUTENE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"하이드로클로릭애씨드","Hydrochloric Acid","HYDROGENATED POLYISOBUTENE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | VISCOSITY CONTROLLING"
